eventid,faith,level_faith
199802270001 ,0.039233604,4
199802270002 ,0.039734709,4
199802270003 ,0.062343405,1
199802270004 ,0.04082535,4
199802270005 ,0.06293294,1
199802270006 ,0.038761975,4
199802270007 ,0.062667649,1
199802280001 ,0.063846721,1
199802280002 ,0.06375829,1
199802280003 ,0.061960206,3
199803010001 ,0.062962417,1
199803030001 ,0.062549742,1
199803030002 ,0.038378777,4
199803030003 ,0.038378777,4
199803030004 ,0.062549742,1
199803030005 ,0.038378777,4
199803030006 ,0.038378777,4
199803040001 ,0.038644068,4
199803050001 ,0.038467207,4
199803050002 ,0.038555637,4
199803050003 ,0.045217391,4
199803050004 ,0.040677966,4
199803050005 ,0.062254974,1
199803070001 ,0.038820929,4
199803070002 ,0.039410464,4
199803070003 ,0.039439941,4
199803090001 ,0.039852616,4
199803090002 ,0.066204864,1
199803090003 ,0.042269713,4
199803090004 ,0.039439941,4
199803100001 ,0.038378777,4
199803110001 ,0.039233604,4
199803110002 ,0.039204127,4
199803110003 ,0.019071481,5
199803120001 ,0.038378777,4
199803120002 ,0.038378777,4
199803120003 ,0.038378777,4
199803120004 ,0.038378777,4
199803120005 ,0.064465733,1
199803130001 ,0.062402358,1
199803140001 ,0.038378777,4
199803140002 ,0.062048637,2
199803140003 ,0.038378777,4
199803140004 ,0.053411938,4
199803140005 ,0.062991894,1
199803160001 ,0.038378777,4
199803170001 ,0.038997789,4
199803170002 ,0.061960206,3
199803170003 ,0.061960206,3
199803170004 ,0.062137067,2
199803180001 ,0.040648489,4
199803200001 ,0.063080324,1
199803200002 ,0.061960206,3
199803210001 ,0.062254974,1
199803210002 ,0.064613117,1
199803220001 ,0.063935151,1
199803220002 ,0.061960206,3
199803230001 ,0.061960206,3
199803230002 ,0.038555637,4
199803230003 ,0.061960206,3
199803230004 ,0.063817244,1
199803240001 ,0.038378777,4
199803250001 ,0.042505527,4
199803260001 ,0.015062638,5
199803260092 ,0.061960206,3
199803270001 ,0.038378777,4
199803270002 ,0.062166544,1
199803270003 ,0.072689757,1
199803280001 ,0.062991894,1
199803290001 ,0.046219602,4
199803300001 ,0.038585114,4
199803310001 ,0.039970523,4
199803310002 ,0.014797347,5
199804000000 ,0.062048637,2
199804010001 ,0.061960206,3
199804010002 ,0.038378777,4
199804020001 ,0.038968312,4
199804020002 ,0.038997789,4
199804020003 ,0.038997789,4
199804020004 ,0.038378777,4
199804030001 ,0.06366986,1
199804040001 ,0.039675755,4
199804040002 ,0.038378777,4
199804050001 ,0.040029477,4
199804050002 ,0.039941046,4
199804060001 ,0.014797347,5
199804060002 ,0.042269713,4
199804060003 ,0.039557848,4
199804060004 ,0.038378777,4
199804060005 ,0.038850405,4
199804060006 ,0.038467207,4
199804060007 ,0.038378777,4
199804070001 ,0.039616802,4
199804080001 ,0.038378777,4
199804090001 ,0.040176861,4
199804090002 ,0.040058954,4
199804090003 ,0.062372881,1
199804090004 ,0.061960206,3
199804090005 ,0.061960206,3
199804090006 ,0.061960206,3
199804090007 ,0.061960206,3
199804090008 ,0.062137067,2
199804100001 ,0.06275608,1
199804100002 ,0.062166544,1
199804130001 ,0.061960206,3
199804130002 ,0.063492999,1
199804140001 ,0.038378777,4
199804140002 ,0.038791452,4
199804140003 ,0.038791452,4
199804140004 ,0.038467207,4
199804150001 ,0.061960206,3
199804160001 ,0.063699337,1
199804170001 ,0.038378777,4
199804180001 ,0.041061164,4
199804190001 ,0.038378777,4
199804200001 ,0.061960206,3
199804200002 ,0.066499632,1
199804210001 ,0.062166544,1
199804210002 ,0.042947679,4
199804220002 ,0.077022845,1
199804220003 ,0.039351511,4
199804220004 ,0.043743552,4
199804230001 ,0.038378777,4
199804240001 ,0.039410464,4
199804240002 ,0.039204127,4
199804240003 ,0.062048637,2
199804250001 ,0.039616802,4
199804260001 ,0.038378777,4
199804280001 ,0.038585114,4
199804280002 ,0.038378777,4
199804280003 ,0.038378777,4
199804280004 ,0.014797347,5
199804290001 ,0.061960206,3
199804300001 ,0.038791452,4
199804300002 ,0.039734709,4
199804300003 ,0.038378777,4
199804300004 ,0.064023581,1
199804300005 ,0.063610906,1
199804300006 ,0.062254974,1
199805010001 ,0.038378777,4
199805010002 ,0.061960206,3
199805010003 ,0.061960206,3
199805030001 ,0.038378777,4
199805030002 ,0.061960206,3
199805030003 ,0.061960206,3
199805040001 ,0.066823876,1
199805040002 ,0.064229919,1
199805040003 ,0.038378777,4
199805050001 ,0.061960206,3
199805050002 ,0.062785556,1
199805050003 ,0.062991894,1
199805050004 ,0.062166544,1
199805050005 ,0.062048637,2
199805050006 ,0.061960206,3
199805060001 ,0.062166544,1
199805070001 ,0.061960206,3
199805070002 ,0.063728814,1
199805070003 ,0.062991894,1
199805080001 ,0.038585114,4
199805080002 ,0.038378777,4
199805080003 ,0.075224761,1
199805090001 ,0.061960206,3
199805090002 ,0.062166544,1
199805090003 ,0.038673545,4
199805090004 ,0.063286662,1
199805100001 ,0.038378777,4
199805100002 ,0.038378777,4
199805100003 ,0.038732498,4
199805100004 ,0.040766396,4
199805110001 ,0.038378777,4
199805110002 ,0.038378777,4
199805110003 ,0.038378777,4
199805110004 ,0.062048637,2
199805120001 ,0.066588062,1
199805120002 ,0.062166544,1
199805120003 ,0.061960206,3
199805120004 ,0.062048637,2
199805130001 ,0.038378777,4
199805130002 ,0.039204127,4
199805130003 ,0.038909359,4
199805140001 ,0.038997789,4
199805140002 ,0.038555637,4
199805160001 ,0.062372881,1
199805170001 ,0.062372881,1
199805170005 ,0.038378777,4
199805170006 ,0.038378777,4
199805170007 ,0.039056743,4
199805200001 ,0.062137067,2
199805210001 ,0.038467207,4
199805210007 ,0.038467207,4
199805220001 ,0.070567428,1
199805260001 ,0.040530582,4
199805270001 ,0.045070007,4
199806000000 ,0.061960206,3
199806020001 ,0.038378777,4
199806020002 ,0.039528371,4
199806020003 ,0.061960206,3
199806030001 ,0.038909359,4
199806030002 ,0.038938836,4
199806040001 ,0.06275608,1
199806040002 ,0.06284451,1
199806050001 ,0.061960206,3
199806050002 ,0.045954311,4
199806050003 ,0.039882093,4
199806080001 ,0.040147384,4
199806090001 ,0.038378777,4
199806110001 ,0.042711864,4
199806140001 ,0.038378777,4
199806140002 ,0.038673545,4
199806150001 ,0.038378777,4
199806170001 ,0.065173176,1
199806180001 ,0.040707443,4
199806180002 ,0.041680177,4
199806190001 ,0.067649226,1
199806190002 ,0.063198231,1
199806200001 ,0.038378777,4
199806200002 ,0.062254974,1
199806200003 ,0.014797347,5
199806210001 ,0.062579219,1
199806210002 ,0.061960206,3
199806210004 ,0.014797347,5
199806210005 ,0.038378777,4
199806220001 ,0.039469418,4
199806220002 ,0.06284451,1
199806230002 ,0.061960206,3
199806240001 ,0.062490789,1
199806240003 ,0.062048637,2
199806250001 ,0.062254974,1
199806250002 ,0.038850405,4
199806250003 ,0.065467944,1
199806260001 ,0.061960206,3
199806270001 ,0.014797347,5
199806270002 ,0.061960206,3
199806290001 ,0.038555637,4
199807010001 ,0.038378777,4
199807010002 ,0.038378777,4
199807010003 ,0.038378777,4
199807010004 ,0.038378777,4
199807010005 ,0.038378777,4
199807010006 ,0.038378777,4
199807010007 ,0.038378777,4
199807010008 ,0.038378777,4
199807010009 ,0.038378777,4
199807010010 ,0.062520265,1
199807020001 ,0.062048637,2
199807020002 ,0.062608696,1
199807080001 ,0.061960206,3
199807090001 ,0.068356669,1
199807090002 ,0.061960206,3
199807090003 ,0.061960206,3
199807100001 ,0.061960206,3
199807100002 ,0.061960206,3
199807110001 ,0.061960206,3
199807110002 ,0.062254974,1
199807120001 ,0.038997789,4
199807120002 ,0.063434046,1
199807120003 ,0.062166544,1
199807120004 ,0.06284451,1
199807120005 ,0.062962417,1
199807130001 ,0.061960206,3
199807130002 ,0.061960206,3
199807130003 ,0.061960206,3
199807130004 ,0.062048637,2
199807130005 ,0.062225497,1
199807130006 ,0.061960206,3
199807140001 ,0.062254974,1
199807150001 ,0.061960206,3
199807150002 ,0.063787767,1
199807150003 ,0.062137067,2
199807150004 ,0.039557848,4
199807160001 ,0.061960206,3
199807160002 ,0.038378777,4
199807160003 ,0.061960206,3
199807170001 ,0.061960206,3
199807170002 ,0.063404569,1
199807170003 ,0.062815033,1
199807170004 ,0.062137067,2
199807170005 ,0.062225497,1
199807190001 ,0.061960206,3
199807190002 ,0.062166544,1
199807190003 ,0.038378777,4
199807200001 ,0.061960206,3
199807200002 ,0.038378777,4
199807200003 ,0.061960206,3
199807200004 ,0.062785556,1
199807210001 ,0.061960206,3
199807210002 ,0.061960206,3
199807210003 ,0.061960206,3
199807210004 ,0.061960206,3
199807210005 ,0.061960206,3
199807210006 ,0.061960206,3
199807210007 ,0.064288873,1
199807210008 ,0.083625645,1
199807210009 ,0.061960206,3
199807220001 ,0.062166544,1
199807230001 ,0.062785556,1
199807240001 ,0.062461312,1
199807240002 ,0.061960206,3
199807240003 ,0.061960206,3
199807250001 ,0.061252763,4
199807250002 ,0.062137067,2
199807250003 ,0.062048637,2
199807250004 ,0.061960206,3
199807260001 ,0.040235814,4
199807260002 ,0.062166544,1
199807260003 ,0.061960206,3
199807260004 ,0.061960206,3
199807270001 ,0.062579219,1
199807270002 ,0.062638172,1
199807270003 ,0.038378777,4
199807270004 ,0.038378777,4
199807270005 ,0.061960206,3
199807270006 ,0.061960206,3
199807280001 ,0.061960206,3
199807280002 ,0.063404569,1
199807280003 ,0.063817244,1
199807280004 ,0.063876197,1
199807280005 ,0.064259396,1
199807280006 ,0.014797347,5
199807280007 ,0.061960206,3
199807280008 ,0.038378777,4
199807280009 ,0.038378777,4
199807280010 ,0.038378777,4
199807290001 ,0.061960206,3
199807290002 ,0.061960206,3
199807290003 ,0.038378777,4
199807290005 ,0.038378777,4
199807290006 ,0.066794399,1
199807290007 ,0.063198231,1
199807290008 ,0.062991894,1
199807290009 ,0.061960206,3
199807290010 ,0.061960206,3
199807300001 ,0.062608696,1
199807300002 ,0.063257185,1
199807300003 ,0.061960206,3
199807310001 ,0.062166544,1
199807310002 ,0.064347826,1
199807310003 ,0.062579219,1
199807310004 ,0.062579219,1
199808010001 ,0.017273397,5
199808010002 ,0.039439941,4
199808010003 ,0.039616802,4
199808020001 ,0.061960206,3
199808020002 ,0.038378777,4
199808020003 ,0.064966839,1
199808020004 ,0.061960206,3
199808020005 ,0.061960206,3
199808020006 ,0.061960206,3
199808020007 ,0.062579219,1
199808030001 ,0.068297716,1
199808030002 ,0.063257185,1
199808030003 ,0.065880619,1
199808030004 ,0.061960206,3
199808030005 ,0.064023581,1
199808030006 ,0.061960206,3
199808030007 ,0.062579219,1
199808030008 ,0.117258659,1
199808030009 ,0.061960206,3
199808030010 ,0.061960206,3
199808030011 ,0.061960206,3
199808030012 ,0.061960206,3
199808030013 ,0.061960206,3
199808030014 ,0.061960206,3
199808030015 ,0.061960206,3
199808030016 ,0.061960206,3
199808030017 ,0.061960206,3
199808030018 ,0.061960206,3
199808030019 ,0.061960206,3
199808030020 ,0.061960206,3
199808030021 ,0.061960206,3
199808030022 ,0.061960206,3
199808030023 ,0.061960206,3
199808030024 ,0.061960206,3
199808030025 ,0.061960206,3
199808030026 ,0.061960206,3
199808040001 ,0.062372881,1
199808040002 ,0.062579219,1
199808040003 ,0.062579219,1
199808040004 ,0.065880619,1
199808040005 ,0.061960206,3
199808040006 ,0.061960206,3
199808040007 ,0.061960206,3
199808040008 ,0.061960206,3
199808040009 ,0.061960206,3
199808040010 ,0.061960206,3
199808040011 ,0.061960206,3
199808040013 ,0.061960206,3
199808040014 ,0.061960206,3
199808040015 ,0.061960206,3
199808040016 ,0.061960206,3
199808040017 ,0.061960206,3
199808040018 ,0.061960206,3
199808050001 ,0.061960206,3
199808050002 ,0.038378777,4
199808060001 ,0.038378777,4
199808060002 ,0.061960206,3
199808070001 ,0.040235814,4
199808070002 ,0.414532056,1
199808070003 ,0.024377303,5
199808070004 ,0.061960206,3
199808080002 ,0.06284451,1
199808090001 ,0.061960206,3
199808090002 ,0.065055269,1
199808090003 ,0.062579219,1
199808090005 ,0.061960206,3
199808090006 ,0.038378777,4
199808090007 ,0.040029477,4
199808100002 ,0.038378777,4
199808110001 ,0.038378777,4
199808110002 ,0.038378777,4
199808120001 ,0.064377303,1
199808120002 ,0.061960206,3
199808120003 ,0.040471629,4
199808130001 ,0.061960206,3
199808130002 ,0.061960206,3
199808140001 ,0.014797347,5
199808140002 ,0.063139278,1
199808140003 ,0.061960206,3
199808150001 ,0.062785556,1
199808150002 ,0.063817244,1
199808160001 ,0.062137067,2
199808160002 ,0.062166544,1
199808160003 ,0.062166544,1
199808170001 ,0.039882093,4
199808190001 ,0.062137067,2
199808190002 ,0.038378777,4
199808190003 ,0.038378777,4
199808190004 ,0.062520265,1
199808190005 ,0.038378777,4
199808200001 ,0.044509948,4
199808200002 ,0.038585114,4
199808200003 ,0.038585114,4
199808200004 ,0.038968312,4
199808200005 ,0.038378777,4
199808210001 ,0.038467207,4
199808210002 ,0.038378777,4
199808210003 ,0.062579219,1
199808210004 ,0.062372881,1
199808210005 ,0.038378777,4
199808210006 ,0.062372881,1
199808210007 ,0.062137067,2
199808210008 ,0.061960206,3
199808230001 ,0.063286662,1
199808230002 ,0.063846721,1
199808230003 ,0.062579219,1
199808240001 ,0.038378777,4
199808240002 ,0.041444363,4
199808240003 ,0.040766396,4
199808240004 ,0.039056743,4
199808240005 ,0.046013265,4
199808240006 ,0.038555637,4
199808250001 ,0.038378777,4
199808250002 ,0.038378777,4
199808250003 ,0.038378777,4
199808250004 ,0.038378777,4
199808250005 ,0.040854827,4
199808260001 ,0.06449521,1
199808260002 ,0.040972734,4
199808260003 ,0.061960206,3
199808270001 ,0.039056743,4
199808270002 ,0.040235814,4
199808280001 ,0.068150332,1
199808290001 ,0.038467207,4
199808310001 ,0.047192336,4
199809010001 ,0.062048637,2
199809020001 ,0.062461312,1
199809030001 ,0.062461312,1
199809030002 ,0.062372881,1
199809030003 ,0.061960206,3
199809050001 ,0.048960943,4
199809050002 ,0.061960206,3
199809060001 ,0.062638172,1
199809070001 ,0.061960206,3
199809080001 ,0.063286662,1
199809080002 ,0.062166544,1
199809080003 ,0.063492999,1
199809080004 ,0.038378777,4
199809080005 ,0.038378777,4
199809090001 ,0.062431835,1
199809090002 ,0.062048637,2
199809090003 ,0.063404569,1
199809100001 ,0.062785556,1
199809110001 ,0.066086957,1
199809110002 ,0.061960206,3
199809110003 ,0.065674282,1
199809110004 ,0.063050847,1
199809110005 ,0.062166544,1
199809110006 ,0.061960206,3
199809120001 ,0.062343405,1
199809130001 ,0.062785556,1
199809130002 ,0.06275608,1
199809130003 ,0.06275608,1
199809130004 ,0.06275608,1
199809130005 ,0.068150332,1
199809130006 ,0.061960206,3
199809140001 ,0.061960206,3
199809160001 ,0.062372881,1
199809170001 ,0.062166544,1
199809170002 ,0.038378777,4
199809170004 ,0.062431835,1
199809170005 ,0.062048637,2
199809180001 ,0.069152542,1
199809180002 ,0.062372881,1
199809190001 ,0.061960206,3
199809200001 ,0.063404569,1
199809200002 ,0.062166544,1
199809200003 ,0.062166544,1
199809200004 ,0.062372881,1
199809200005 ,0.042682388,4
199809210001 ,0.06284451,1
199809210002 ,0.038378777,4
199809210003 ,0.061960206,3
199809220001 ,0.038378777,4
199809220002 ,0.038467207,4
199809230001 ,0.062048637,2
199809240001 ,0.062048637,2
199809250001 ,0.062166544,1
199809250002 ,0.039616802,4
199809250003 ,0.062461312,1
199809270001 ,0.061960206,3
199809270002 ,0.064524687,1
199809280001 ,0.062372881,1
199809290001 ,0.062579219,1
199809290002 ,0.062166544,1
199809290003 ,0.038467207,4
199809290004 ,0.061960206,3
199809300001 ,0.064082535,1
199809300002 ,0.064848931,1
199809300003 ,0.038378777,4
199810010001 ,0.061960206,3
199810010002 ,0.038378777,4
199810020001 ,0.063109801,1
199810020002 ,0.040235814,4
199810020003 ,0.062166544,1
199810020004 ,0.038378777,4
199810020005 ,0.038850405,4
199810020006 ,0.062667649,1
199810030001 ,0.038732498,4
199810030002 ,0.061960206,3
199810030003 ,0.061960206,3
199810030004 ,0.062166544,1
199810030005 ,0.038378777,4
199810040001 ,0.061960206,3
199810040002 ,0.038791452,4
199810050001 ,0.062638172,1
199810050002 ,0.064023581,1
199810050003 ,0.068061901,1
199810060001 ,0.040648489,4
199810060002 ,0.063404569,1
199810060003 ,0.063404569,1
199810060004 ,0.038997789,4
199810070001 ,0.041090641,4
199810070002 ,0.044775239,4
199810070003 ,0.062048637,2
199810070004 ,0.062166544,1
199810070005 ,0.038585114,4
199810080001 ,0.062166544,1
199810080002 ,0.063610906,1
199810080003 ,0.039823139,4
199810080004 ,0.064642594,1
199810080005 ,0.042918202,4
199810090001 ,0.062166544,1
199810090002 ,0.062254974,1
199810090003 ,0.038467207,4
199810100001 ,0.063198231,1
199810100002 ,0.063434046,1
199810100003 ,0.061960206,3
199810100004 ,0.062137067,2
199810100005 ,0.038644068,4
199810110001 ,0.038378777,4
199810110002 ,0.038378777,4
199810110003 ,0.038378777,4
199810110004 ,0.061960206,3
199810110005 ,0.061960206,3
199810110006 ,0.040530582,4
199810110007 ,0.062815033,1
199810110008 ,0.038555637,4
199810110009 ,0.038467207,4
199810110010 ,0.038997789,4
199810110011 ,0.061960206,3
199810120001 ,0.039557848,4
199810120002 ,0.038378777,4
199810130001 ,0.038673545,4
199810130002 ,0.038378777,4
199810140001 ,0.014797347,5
199810140002 ,0.061960206,3
199810150001 ,0.038378777,4
199810150002 ,0.038378777,4
199810150003 ,0.038378777,4
199810150004 ,0.03917465,4
199810160001 ,0.040235814,4
199810160002 ,0.039204127,4
199810160003 ,0.03917465,4
199810160004 ,0.062579219,1
199810160005 ,0.041120118,4
199810160006 ,0.061960206,3
199810170001 ,0.03926308,4
199810170002 ,0.063404569,1
199810170003 ,0.06284451,1
199810170004 ,0.038378777,4
199810170005 ,0.061960206,3
199810180001 ,0.062431835,1
199810180002 ,0.033544584,5
199810180003 ,0.061960206,3
199810180004 ,0.06614591,1
199810190002 ,0.04412675,4
199810190003 ,0.061960206,3
199810190004 ,0.014797347,5
199810210001 ,0.061960206,3
199810210002 ,0.038378777,4
199810220001 ,0.038378777,4
199810220002 ,0.062254974,1
199810230001 ,0.062166544,1
199810230002 ,0.038850405,4
199810230003 ,0.061960206,3
199810230004 ,0.038378777,4
199810250001 ,0.040648489,4
199810250002 ,0.064023581,1
199810250003 ,0.042505527,4
199810250004 ,0.038997789,4
199810260001 ,0.062166544,1
199810260002 ,0.062166544,1
199810260003 ,0.038378777,4
199810270001 ,0.066116433,1
199810270002 ,0.038732498,4
199810270003 ,0.061960206,3
199810270004 ,0.061960206,3
199810270005 ,0.038909359,4
199810270006 ,0.038909359,4
199810280001 ,0.062166544,1
199810280002 ,0.038378777,4
199810280003 ,0.071156964,1
199810290001 ,0.038585114,4
199810290002 ,0.062254974,1
199810290003 ,0.038378777,4
199810290004 ,0.038378777,4
199810290005 ,0.062697126,1
199810300001 ,0.061960206,3
199810300002 ,0.063198231,1
199810300003 ,0.038378777,4
199810300004 ,0.041149595,4
199810300005 ,0.038378777,4
199810310001 ,0.062166544,1
199811000000 ,0.061960206,3
199811010001 ,0.031304348,5
199811010002 ,0.038378777,4
199811010003 ,0.061960206,3
199811020001 ,0.067737657,1
199811020002 ,0.064023581,1
199811020003 ,0.063728814,1
199811020004 ,0.038585114,4
199811020005 ,0.038378777,4
199811020006 ,0.038378777,4
199811030001 ,0.061960206,3
199811030002 ,0.063964628,1
199811050001 ,0.061960206,3
199811050002 ,0.062137067,2
199811050003 ,0.063345615,1
199811060001 ,0.062048637,2
199811060002 ,0.063817244,1
199811060003 ,0.061960206,3
199811060004 ,0.062372881,1
199811070001 ,0.067737657,1
199811070002 ,0.06532056,1
199811070003 ,0.043949889,4
199811080001 ,0.038673545,4
199811080002 ,0.061960206,3
199811080003 ,0.038673545,4
199811080004 ,0.038378777,4
199811080005 ,0.038378777,4
199811080006 ,0.03908622,4
199811080007 ,0.041031688,4
199811080008 ,0.082593957,1
199811090001 ,0.082829772,1
199811090002 ,0.062579219,1
199811100001 ,0.038378777,4
199811100002 ,0.038378777,4
199811100003 ,0.063817244,1
199811110001 ,0.061960206,3
199811110002 ,0.061960206,3
199811110003 ,0.038467207,4
199811120001 ,0.06284451,1
199811120002 ,0.038378777,4
199811130001 ,0.038378777,4
199811130002 ,0.038378777,4
199811130003 ,0.062431835,1
199811140001 ,0.065261606,1
199811150001 ,0.062579219,1
199811160001 ,0.038378777,4
199811160002 ,0.038378777,4
199811160003 ,0.062608696,1
199811160004 ,0.061960206,3
199811170001 ,0.038378777,4
199811170002 ,0.061960206,3
199811170003 ,0.062048637,2
199811170004 ,0.062402358,1
199811180001 ,0.063817244,1
199811180002 ,0.062166544,1
199811190001 ,0.039705232,4
199811190002 ,0.038555637,4
199811190003 ,0.038761975,4
199811190004 ,0.038378777,4
199811190005 ,0.038378777,4
199811200001 ,0.062726603,1
199811200002 ,0.038585114,4
199811200003 ,0.042092852,4
199811200004 ,0.038761975,4
199811210001 ,0.038673545,4
199811210002 ,0.042122329,4
199811220001 ,0.040294768,4
199811220002 ,0.061960206,3
199811230001 ,0.042092852,4
199811230002 ,0.061960206,3
199811230003 ,0.038555637,4
199811240001 ,0.039056743,4
199811240002 ,0.039970523,4
199811240003 ,0.061960206,3
199811250001 ,0.03917465,4
199811250002 ,0.061960206,3
199811260001 ,0.038378777,4
199811260002 ,0.062461312,1
199811270001 ,0.039410464,4
199811270002 ,0.040972734,4
199811270003 ,0.038378777,4
199811270004 ,0.038378777,4
199811270005 ,0.065880619,1
199811280001 ,0.039970523,4
199811280002 ,0.039439941,4
199811290001 ,0.063168755,1
199811290002 ,0.041768607,4
199811300001 ,0.038378777,4
199811300002 ,0.038378777,4
199811300003 ,0.061960206,3
199812010001 ,0.062667649,1
199812020001 ,0.038378777,4
199812020002 ,0.038555637,4
199812020003 ,0.038378777,4
199812020004 ,0.061960206,3
199812020005 ,0.064436256,1
199812030001 ,0.061960206,3
199812030002 ,0.038378777,4
199812030003 ,0.06697126,1
199812040001 ,0.062579219,1
199812060001 ,0.066322771,1
199812060002 ,0.061960206,3
199812080001 ,0.070626382,1
199812100001 ,0.038820929,4
199812160001 ,0.039705232,4
199812160002 ,0.061960206,3
199812180001 ,0.067148121,1
199812180002 ,0.038378777,4
199812180003 ,0.038378777,4
199812180005 ,0.038378777,4
199812200001 ,0.064023581,1
199812200002 ,0.061960206,3
199812220001 ,0.038555637,4
199812240001 ,0.062137067,2
199812240002 ,0.040530582,4
199812260001 ,0.064848931,1
199812260003 ,0.038378777,4
199812270001 ,0.062579219,1
199812270002 ,0.062048637,2
199812280001 ,0.062579219,1
199812290001 ,0.068150332,1
